,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y.1,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
152,152,1470,Essity B,Personal Products,460.459,73.117,0.696,35093.0,175050.0,0.1062299999999999,185277.797,21.209,0.12583,2534.0,59874.0,-0.04316,-0.0527799999999999,-0.0504,Sweden,Large Cap,ESSITY B,18.237,2022-01-26,ESSITY-B.ST,-0.0504,0.0265399999999999,21.493,1.52,3.094,0.13195,2022-01-28,Q4-2021,Food and Beverage,0.0423222099742793,0.2004741502427877,-0.0441075982073196,-2.2405471950964047,0.185310083369858,0.1693341622214981,0.1804259316207298
153,153,750,Evolution,Gambling & Casinos,1965.433,55.301,0.239,7798.845,40927.43,0.17645,240924.297,64.944,0.16126,4356.572,32919.031,-0.20848,-0.29373,0.3333299999999999,Sweden,Large Cap,EVO,41.535,2021-10-28,EVO.ST,0.3333299999999999,0.0063,45.384,24.679,7.319,5.4784500000000005,2022-01-28,Q3-2021,Consumer Durables,0.1323420485858165,0.1905530105359657,-0.0945490848395619,-2.073407315600808,0.5740328595798162,0.5089227994073645,0.4179384676672117
154,154,79,eWork,IT Consulting,0.973,8.615,4.023,441.191,3123.382,10.787070000000002,2017.08,34.72,0.4633299999999999,234.132,164.658,0.04093,0.11429,0.2394099999999999,Sweden,Small Cap,EWRK,19.955,2021-10-19,EWRK.ST,0.2394099999999999,0.03846,26.439,0.161,12.25,0.03786,2022-01-28,Q3-2021,Technology,1.4219290893852714,0.1412542558034848,-0.0026950821786722,-0.0709065425404747,0.3543653280910504,0.3101222284633865,0.3483576450182163
155,155,1355,ExpreS2ion Biotech,Biotechnology,11.848,-12.91,0.089,6.634,159.428,-5.77375,665.428,70.792,-0.32358,-51.542,145.988,-0.48555,-0.53806,0.424,Sweden,First North,EXPRS2,-10.58,2021-11-15,EXPRS2.ST,0.424,,-12.484,47.15,4.558,2.71488,2022-01-28,Q3-2021,Health Care,-0.3530564155958024,0.0416112602554131,0.0575151601129966,0.7679208225273295,0.935096719674276,0.8227772577274675,0.6864446622449331
156,156,1968,Exsitec,IT Consulting,5.607,-11.427,0.943,328.587,475.887,-0.00487,2469.755,62.082,-0.07335,-216.136,242.592,-0.0781,-0.01726,0.87961,Sweden,First North,EXS,-1940.682,2021-11-10,EXS.ST,0.87961,0.0072299999999999,-137.96,5.502,10.181,1.06316,2022-01-28,Q3-2021,Technology,-0.8909444664292309,0.6904727382761033,-0.141591025405505,-2.7379204624647016,0.5756407264415003,0.5168900830899075,0.4739740255734384
157,157,80,Fabege,Real Estate,71.144,-46.391,0.034,2144.0,83605.0,0.02487,45184.961,27.032,0.0971,-974.0,43007.0,-0.0791999999999999,-0.08044,0.09763,Sweden,Large Cap,FABG,36.508,2021-10-20,FABG.ST,0.09763,0.02635,10.572,15.877,1.051,0.06356,2022-01-28,Q3-2021,Financials,-0.0226474759922803,0.0256443992584175,-0.0259582115240687,-0.9947864034984868,0.2551524161393672,0.2478932049988577,0.2391578107549013
158,158,81,Fagerhult,Construction Tools,5.121,20.899,0.552,2545.0,12632.5,0.07266,10259.47,31.55,0.13912,490.9,6055.1,-0.1620799999999999,-0.26709,0.16499,Sweden,Mid Cap,FAG,20.251,2021-10-29,FAG.ST,0.16499,0.00864,12.107,1.472,1.694,-0.0220299999999999,2022-01-28,Q3-2021,Industrials,0.0810721540519562,0.201464476548585,-0.0806629571812975,-2.8898884793992314,0.3034086754112351,0.2766834698394662,0.255818942286051
159,159,2046,Fasadgruppen,Construction Supplies,13.403,-13.512,0.764,1141.8,2933.7,0.09944,6898.976,34.526,0.1263,-510.6,1190.8,-0.10798,0.13095,0.7002200000000001,Sweden,Mid Cap,FG,36.566,2021-11-18,FG.ST,0.7002200000000001,,45.825,3.076,5.794,,2022-01-28,Q3-2021,Industrials,-0.4287873698354048,0.3892013498312711,0.0616437798489405,1.9461037106875247,0.3416088073734178,0.3161967434276022,0.2903106198601981
160,160,83,Fast Balder,Real Estate,146.943,-3.632,0.04,6484.0,216514.0,0.02798,109736.602,31.331,0.18266,-30212.0,80465.0,-0.08206,-0.0023699999999999,0.38447,Sweden,Large Cap,BALD B,37.976,2021-11-11,BALD-B.ST,0.38447,,7.206,12.775,1.364,0.2542999999999999,2022-01-28,Q3-2021,Financials,-0.3754675946063506,0.0299472551428545,-0.0198057538942464,-0.5859950139554257,0.2677434100824651,0.2590110244986185,0.3097683913841443
161,161,393,Fastator,Real Estate,3.887,-1.817,0.064,174.551,4695.356,0.10247,1552.114,34.587,0.13195,-854.029,1763.887,0.02545,0.07812,-0.09803,Sweden,Mid Cap,FASTAT,9.147,2021-11-04,FASTAT.ST,-0.09803,0.03226,6.584,5.146,0.88,0.33457,2022-01-28,Q3-2021,Financials,-0.4841744397458567,0.0371752429421752,0.0501159382449736,1.3960812767099948,0.3374551063519911,0.3064117363945409,0.3290067481923988
162,162,82,Fastpartner A,Real Estate,10.883,-43.716,0.051,1297.0,36136.699,0.0395,21504.061,44.216,0.18157,-491.9,15923.8,-0.14123,-0.08793,0.20639,Sweden,Large Cap,FPAR A,29.501,2021-10-19,FPAR-A.ST,0.20639,0.0189,6.632,11.628,1.35,0.1246299999999999,2022-01-28,Q3-2021,Financials,-0.030890867757696,0.0358914908082777,0.0203104087311303,0.5308197669881507,0.3354617917214438,0.3141939000939476,0.3506801788260246
163,163,1903,Fastpartner D,Real Estate,2.221,-33.552,0.051,1297.0,36136.699,0.0395,16504.061,9.768,0.18157,-491.9,15923.8,0.00995,-0.03791,0.015,Sweden,Large Cap,FPAR D,25.516,2021-10-19,FPAR-D.ST,0.015,0.06158,5.09,8.924,1.036,0.1246299999999999,2022-01-28,Q3-2021,Financials,-0.030890867757696,0.0358914908082777,0.0096413730456441,1.0216990617936623,0.0872748636090754,0.0804816947415646,0.0864879364916049
164,164,85,Fenix Outdoor,Clothing & Footwear,3.983,21.369,0.934,3736.149,6704.04,0.18189,15371.32,29.076,0.11135,719.331,3841.29,-0.13746,-0.09509,0.03442,Sweden,Large Cap,FOI B,21.547,2021-10-27,FOI-B.ST,0.03442,0.01313,35.807,2.456,4.002,0.04852,2022-01-28,Q3-2021,Consumer Durables,0.1872628726287263,0.5572981366459627,-0.0453593400694196,-1.664897341626039,0.3013595833560862,0.2943789429242964,0.2497002117119701
165,165,1788,Ferroamp,Energy & Recycling,2.146,-13.038,0.899,40.018,120.244,-0.59893,953.357,43.052,-0.42972,-73.123,87.615,0.01295,-0.02762,-0.21341,Sweden,First North,FERRO,-25.159,2021-11-10,FERRO.ST,-0.21341,,-22.914,8.819,10.881,-0.1888,2022-01-28,Q3-2021,Industrials,-0.8345945328996177,0.3328066265260637,-0.039916690027182,-0.9512183678540576,0.3762486387668536,0.3307024804136257,0.3846041239811624
166,166,1546,Ferronordic,Industrial Components,15.761,8.267,1.506,1012.005,3785.0,0.6704399999999999,3756.522,45.005,0.28725,454.405,1028.0,-0.11775,0.07933,0.55536,Sweden,Mid Cap,FNM,8.435,2021-11-12,FNM.ST,0.55536,0.0290099999999999,12.721,0.659,3.654,0.48326,2022-01-28,Q3-2021,Industrials,0.4420282101167315,0.2673725231175693,0.0535688312771824,1.600241911070003,0.4133673342563313,0.3690555207812137,0.3068076426693063
167,167,1361,Filo Mining,Mining,3.278,-72.478,,-249.416,236.861,-7.314690000000001,11182.18,56.79,-0.96795,-154.284,203.549,0.27225,0.51875,6.71429,Sweden,First North,FIL,-38.525,2021-11-13,FIL.ST,6.71429,,-55.318,,54.936,-0.32332,2022-01-28,Q3-2021,Materials,-0.7579698254474352,-1.0530057713173548,0.1023603801189125,2.072288767840616,0.7962452551267805,0.6058025753683423,0.4527112218517292
168,168,86,Fingerprint Cards,Biometric,57.79,-80.531,0.754,396.9,1799.0,-0.00781,5371.45,58.598,0.0001,-66.7,1027.2,-0.09807,-0.41855,0.00111,Sweden,Mid Cap,FING B,-699.046,2022-01-28,FING-B.ST,0.00111,,60083.328,3.962,5.229,0.14215,2022-01-28,Q4-2021,Technology,-0.0649338006230529,0.2206225680933852,0.0052478139707382,0.0958044066832899,0.7045397324169738,0.5259231216614886,0.5020333737560599
169,169,2284,Flat Capital,Holding Companies,3.31,64.449,,,199.512,0.1487,775.968,43.405,0.14304,12.04,196.405,-0.0344099999999999,-0.91048,-0.94076,Sweden,First North,FLAT B,27.144,2021-10-26,FLAT-B-ST,,,26.346,,3.951,,2022-01-28,Q3-2021,Financials,0.0613019016827473,,-1.9563164613323192e-05,-0.0004130845878282,0.43405,0.3709897004338871,0.43405
170,170,1713,Flexion Mobile,Gaming,0.694,37.434,1.452,43.492,235.647,,755.378,51.41,-0.02232,20.179,146.202,-0.0591899999999999,-0.1220899999999999,-0.31364,Sweden,First North,FLEXM,-309.109,2021-11-18,FLEXM.ST,-0.31364,,-231.24,2.208,5.167,1.34266,2022-01-28,Q2-2022,Consumer Durables,0.1380213676967483,0.184564199841288,-0.0289790203829115,-0.5617366123307851,0.6094355786805492,0.566283519501691,0.4728143103200844
171,171,1840,FluoGuide,Medical Equipment,0.659,-29.484,,13.721,76.442,,949.748,43.041,-0.49054,-32.212,62.842,-0.02442,-0.06152,0.00359,Sweden,First North,FLUO,-23.188,2021-11-15,FLUO.ST,0.00359,,-28.66,,15.113,1.53771,2022-01-28,Q3-2021,Health Care,-0.512587123261513,0.1794955652651683,-0.006124003456648,-0.1235612105537577,0.6602083440714075,0.5489504784774536,0.4542478868649714
172,172,1425,FM Mattsson,Installation,1.475,22.039,1.086,669.4,1594.8,0.31085,3144.969,56.617,0.25501,142.7,749.0,-0.09717,0.10396,0.45752,Sweden,Mid Cap,FMM B,10.825,2021-10-28,FMM-B.ST,0.45752,0.0201799999999999,16.414,1.816,4.199,0.1519,2022-01-28,Q3-2021,Industrials,0.190520694259012,0.4197391522447956,-0.1048123687981764,-1.5693398452108644,0.4615048253805799,0.4194288130135878,0.612118038359925
173,173,87,Formpipe Software,IT Services,3.104,53.606,0.675,212.757,672.882,0.13864,2095.314,40.862,0.1236999999999999,39.087,415.162,0.24204,0.11429,0.34948,Sweden,Small Cap,FPIP,32.674,2021-10-29,FPIP.ST,0.34948,0.01692,40.633,4.612,5.047,-0.0459199999999999,2022-01-28,Q3-2021,Technology,0.0941487901108483,0.3161876822384906,0.0198029299835906,0.5499641384517036,0.4419367463248945,0.3801923111589621,0.3300157929831426
174,174,2034,Fortinova,Real Estate,0.898,-4.81,0.053,124.7,4123.1,0.02818,2720.755,32.955,0.15221,-565.6,2308.6,-0.03811,0.01923,0.2155999999999999,Sweden,First North,FNOVA B,37.568,2022-01-19,FNOVA-B.ST,0.2155999999999999,0.00868,7.743,12.515,1.179,0.31472,2022-01-28,Q1-2022,Financials,-0.2449969678593087,0.0302442337076471,-0.0094500327570506,-0.3072257601301542,0.2773121022712643,0.2532248638934855,0.2819131469356668
175,175,2076,Fractal Gaming,Computer Hardware,0.676,-5.71,0.878,168.037,537.1,-0.0102,783.619,35.997,-0.0217,-137.237,268.8,-0.03514,-0.34843,-0.94076,Sweden,First North,FRACTL,-307.907,2021-11-19,FRACTL.ST,,,-134.348,1.661,2.915,,2022-01-28,Q3-2021,Technology,-0.5105543154761905,0.3128598026438279,0.0797361483115989,1.7120182202248433,0.6225560288740211,0.425726067196453,0.4268610356426452
176,176,2238,Fragbite,Gaming,4.099,-11.8,0.232,23.045,297.762,-0.1939999999999999,629.464,73.869,-0.17248,-53.346,217.062,0.78554,0.66512,-0.94076,Sweden,First North,FRAG,-15.536,2021-11-30,FRAG.ST,,,-15.609,9.098,2.9,,2022-01-28,Q3-2021,Consumer Durables,-0.2457638831301655,0.0773940261013829,0.0010421640960487,0.0188204145018429,0.7162681497751737,0.6388395544391141,0.5075122927011936
177,177,1791,Fuud,Food Processing,1.604,-8.691,0.026,3.353,267.763,-0.13292,435.343,75.425,-0.2253399999999999,-50.091,92.444,-0.0115599999999999,-0.17788,1.14196,Sweden,First North,FUUD,-19.233,2021-08-24,FUUD.ST,1.14196,,-18.289,61.541,4.709,4.9846,2022-01-28,Q2-2021,Food and Beverage,-0.5418523646748301,0.0125222678263987,-0.0652991288626405,-0.8053461442466746,1.098240345803513,0.8596606031658902,0.7431294058224744
178,178,383,G5 Entertainment,Gaming,21.24,14.557,2.325,795.838,570.479,0.7008,2731.8,53.941,0.4460699999999999,187.657,425.765,-0.34354,-0.34297,-0.27326,Sweden,Mid Cap,G5EN,12.313,2021-11-05,G5EN.ST,-0.27326,0.02083,13.571,2.059,6.416,-0.05348,2022-01-28,Q3-2021,Consumer Durables,0.440752527802896,1.395034698910915,-0.1629425967707841,-3.8318672804591114,0.5394331739859909,0.4603719394650203,0.38972998226876
179,179,1831,Gaming Innovation,Gambling & Casinos,2.511,63.716,0.832,763.924,968.762,0.16771,1894.85,50.238,-0.27913,29.739,144.342,0.08889,0.15566,0.5705100000000001,Sweden,Small Cap,GIGSEK,42.19,2021-11-09,GIGSEK.ST,0.5705100000000001,,-46.98,2.351,13.127,-0.00485,2022-01-28,Q3-2021,Consumer Durables,0.2060315085006442,0.78855694174627,-0.080694051071459,-1.1309399852545945,0.9205258832745048,0.731458651416832,0.6539455709214277
180,180,1383,Gapwaves,Communications,1.717,-26.469,0.108,19.436,257.352,-1.92036,1354.355,43.261,-0.17198,-51.168,237.151,-0.12846,-0.32362,-0.19231,Sweden,First North,GAPW B,-29.355,2021-11-10,GAPW-B.ST,-0.19231,,-33.208,48.832,5.711,1.47542,2022-01-28,Q3-2021,Technology,-0.215761266028817,0.0755230190556125,-0.0136666773115243,-0.2844736894435986,0.4319251986498361,0.3976757524538742,0.4403119557460034
181,181,1011,Garo,Electrical Components,9.42,74.139,1.478,626.0,833.5,0.38578,8400.0,50.896,0.30713,113.3,503.7,-0.2258099999999999,0.39535,0.2708,Sweden,Mid Cap,GARO,42.33,2021-11-11,GARO.ST,0.2708,0.00565,54.299,6.819,16.677,0.20101,2022-01-28,Q3-2021,Industrials,0.224935477466746,0.7510497900419916,-0.0984024905276987,-1.712999715755132,0.4883178853324661,0.4452564585680254,0.5264879582499765
182,182,297,Generic Sweden,Security & Surveillance,1.949,45.785,2.009,51.389,53.077,2.9761900000000003,748.583,65.787,0.6448,16.35,26.256,-0.40527,-0.11739,0.45694,Sweden,First North,GENI,33.848,2021-11-18,GENI.ST,0.45694,0.01314,44.217,7.02,28.511,0.33803,2022-01-28,Q3-2021,Technology,0.6227148080438757,0.968197147540366,-0.0346438127927509,-0.4849407980088056,0.6151236791821965,0.5550827652802552,0.6547516527235067
183,183,1953,Genova Property,Real Estate,2.132,-2.442,0.032,217.8,8953.1,0.02423,5079.217,37.572,0.13445,-2080.1,3316.0,0.0083299999999999,0.12037,0.61873,Sweden,Mid Cap,GPG,54.527,2021-10-29,GPG.ST,0.61873,,10.493,17.636,1.532,0.3322699999999999,2022-01-28,Q3-2021,Financials,-0.627291917973462,0.0243267694988328,-0.011147528001315,-0.2537114543853969,0.3752660098052454,0.3470058229538861,0.402696764333445
184,184,298,Genovis,Biotechnology,8.643,1162.192,0.666,66.338,106.365,0.14831,3692.282,95.275,0.1245599999999999,3.177,90.818,-0.20675,0.20128,0.49404,Sweden,First North,GENO,502.836,2021-11-12,GENO.ST,0.49404,,326.578,52.146,40.656,0.084,2022-01-28,Q3-2021,Health Care,0.0349820520161201,0.6236826023597988,-0.0838915330222767,-0.7546486925836347,0.6888782513404552,0.5864029828016645,1.0188563341289156
185,185,88,Getinge,Medical Supplies,432.593,18.276,0.607,13580.0,44555.0,0.15185,95601.867,34.929,0.11797,5231.0,25176.0,-0.1127399999999999,-0.05314,0.7088599999999999,Sweden,Large Cap,GETI B,22.698,2022-01-28,GETI-B.ST,0.7088599999999999,0.0113999999999999,32.189,3.534,3.797,-0.0102,2022-01-28,Q4-2021,Health Care,0.207777248172863,0.3047918303220738,0.0573999431681737,1.6031937514925814,0.2825984476722167,0.2561053814641809,0.328144473129874
186,186,90,GHP Specialty Care,Healthcare Facilities,1.401,11.317,1.272,1242.0,1147.7,0.15119,1654.552,35.367,0.14571,146.2,490.7,-0.06733,-0.1865299999999999,0.00641,Sweden,Small Cap,GHP,18.483,2021-10-22,GHP.ST,0.00641,0.02123,23.143,1.133,3.372,0.04138,2022-01-28,Q3-2021,Health Care,0.2979417159160383,1.0821643286573146,-0.0475855842234892,-1.723695416480113,0.3144461307677906,0.2852382990882466,0.2530198080332968
187,187,1333,GomSpace,Satellite Systems,1.313,-8.104,0.584,41.759,350.367,-0.16803,537.387,63.794,-0.1609499999999999,-66.308,219.244,-0.18927,-0.4728199999999999,-0.31007,Sweden,First North,GOMX,-15.221,2021-10-25,GOMX.ST,-0.31007,,-15.23,2.625,2.451,-0.16652,2022-01-28,Q3-2021,Technology,-0.3024392913831165,0.1191864530620749,-0.0816070003945156,-2.273613880630698,0.595877579415234,0.5211494932156948,0.3289654938616227
188,188,1678,Green Landscaping,Business Support & Services,4.69,-13.425,1.093,1621.5,2609.7,0.06692,4237.061,46.817,0.09961,-315.6,794.1,-0.06557,-0.10937,0.94634,Sweden,Mid Cap,GREEN,45.161,2021-11-11,GREEN.ST,0.94634,,52.607,1.486,5.336,0.49888,2022-01-28,Q3-2021,Industrials,-0.3974310540234227,0.6213357857224969,-0.0437613203614558,-0.7833990197306641,0.5309825722558289,0.4923112345287286,0.5119729742233533
189,189,426,Gränges,Industrial Components,20.874,193.757,1.15,5687.0,15767.0,0.0884399999999999,12012.92,40.381,0.08583,62.0,6932.0,0.20856,0.0,0.13797,Sweden,Mid Cap,GRNG,18.795,2022-01-27,GRNG.ST,0.13797,0.01991,20.19,0.663,1.733,0.15492,2022-01-28,Q4-2021,Industrials,0.0089440276976341,0.3606900488361768,0.2074482363397232,6.741095433597832,0.3865600844973149,0.3271313004561693,0.2820453308148746
190,190,93,Haldex,Industrial Components,8.406,-402.074,0.974,1247.0,4528.0,0.11871,2412.445,38.968,0.09108,-6.0,1559.0,-0.05524,-0.0350199999999999,-0.0387599999999999,Sweden,Mid Cap,HLDX,9.882,2021-10-21,HLDX.ST,-0.0387599999999999,,16.985,0.547,1.547,0.05548,2022-01-28,Q3-2021,Industrials,-0.0038486209108402,0.2753975265017668,0.0474069786172495,1.366366544355645,0.3822372505308033,0.3327921228887162,0.3179909064374061
191,191,204,Handelsbanken A,Banks,379.531,2.74,0.013,32108.0,3466635.0,0.0083699999999999,196181.203,20.885,0.10246,71600.0,182283.0,0.00081,0.0263099999999999,0.1761599999999999,Sweden,Large Cap,SHB A,8.22,2021-10-19,SHB-A.ST,0.1761599999999999,0.04138,10.504,4.252,1.076,0.03858,2022-01-28,Q3-2021,Financials,0.3927958174925802,0.0092620076818009,-0.0331208146392044,-2.062099382244348,0.2015317397484569,0.1800660628186337,0.1472078809291559
192,192,301,Hansa Biopharma,Biotechnology,21.86,-6.969,0.02,10.333,1092.266,-2.37452,3232.33,55.256,-0.54551,-463.83,899.565,-0.28569,-0.38456,-0.6102799999999999,Sweden,Mid Cap,HNSA,-4.58,2021-10-22,HNSA.ST,-0.6102799999999999,,-6.322,144.895,3.593,-0.2844399999999999,2022-01-28,Q3-2021,Health Care,-0.5156158810091543,0.0094601498169859,-0.0537804926267166,-0.8623078478097322,0.5507614113546099,0.4882008037005911,0.5716129778940002
193,193,403,Hanza Holding,Business Consultants,13.205,76.743,1.302,950.7,1761.2,0.10853,1642.302,81.21,0.10779,21.4,558.5,0.40367,0.82143,2.1331100000000003,Sweden,Small Cap,HANZA,19.735,2021-11-09,HANZA.ST,2.1331100000000003,0.00545,25.909,0.716,2.941,0.15846,2022-01-28,Q3-2021,Industrials,0.0383169203222918,0.5398024074494663,0.2098143905400855,3.955051300945389,0.5866283466266028,0.4695788211842659,0.4862087762609503
194,194,2280,Haypp Group,Tobacco,0.563,-5.26,2.619,270.692,835.79,-0.06854,1251.3,43.405,-0.09806,-237.905,383.674,-0.29508,-0.91048,-0.94076,Sweden,First North,HAYPP,-44.651,2021-11-25,HAYPP.ST,,,-33.259,0.572,3.261,,2022-01-28,Q3-2021,Food and Beverage,-0.6200706850086272,0.3238756146879001,-0.0261206141449086,-0.3583637399039514,0.5897455291659377,0.5287144173368993,0.6680346150526273
195,195,95,Heba,Real Estate,5.438,-10.246,0.029,299.9,14881.5,0.02147,12086.78,31.042,0.18993,-1179.7,6877.1,-0.00136,0.03099,0.37465,Sweden,Mid Cap,HEBA B,67.056,2021-10-28,HEBA-B.ST,0.37465,0.00888,9.253,28.037,1.758,0.32531,2022-01-28,Q3-2021,Financials,-0.1715403294993529,0.0201525383865873,-0.0149308917493566,-0.3476355530446925,0.292566044229519,0.2664638234333255,0.3936417954686138
196,196,2127,Hemnet,Online Services,33.551,68.252,0.314,522.8,2208.1,0.09415,16059.6,36.694,0.08208,235.3,1466.9,-0.09516,-0.15845,-0.94076,Sweden,Large Cap,HEM,89.301,2021-11-04,HEM.ST,,,133.389,23.157,10.948,,2022-01-28,Q3-2021,Technology,0.1604062989978867,0.2367646392826412,0.011529249660261,0.170269496235021,0.5310539887856665,0.4446268321714273,0.6205886602408737
197,197,97,Hennes & Mauritz,Clothing & Footwear,727.99,7.662,1.107,105006.0,179781.0,0.16739,310610.406,32.968,0.18344,40541.0,60018.0,0.1215499999999999,0.00784,0.00958,Sweden,Large Cap,HM B,22.96,2022-01-28,HM-B.ST,0.00958,0.03463,28.212,1.561,5.175,0.03103,2022-01-28,Q4-2021,Consumer Durables,0.6754806891265953,0.5840772940410833,0.074634828664285,1.9831055465988905,0.2813938563928383,0.2665524503180789,0.3449334831630364
198,198,98,Hexagon,Measuring & Analysis,444.077,70.702,0.359,27197.279,118468.898,0.13747,325604.312,31.527,0.12871,4605.3,68134.977,-0.1403599999999999,-0.14645,0.12567,Sweden,Large Cap,HEXA B,31.178,2021-10-28,HEXA-B.ST,0.12567,0.00787,35.078,7.658,4.779,0.1099,2022-01-28,Q3-2021,Industrials,0.0675908351741279,0.2295731576738394,-0.0167841997840918,-0.6643290763597709,0.2637637571252063,0.2557628650736015,0.2315565243999909
199,199,405,Hexatronic,Electrical Components,147.253,-33.517,0.869,1350.458,3363.4,0.16004,14340.62,60.478,0.2294399999999999,-427.864,982.7,-0.08549,1.07892,2.53,Sweden,Large Cap,HTRO,49.477,2021-11-02,HTRO.ST,2.53,0.0014199999999999,59.416,4.908,14.593,1.05661,2022-01-28,Q3-2021,Industrials,-0.4353963569756792,0.4015157281322471,0.0943640202015534,1.2927393200776989,0.559255595613821,0.4909751876711933,0.6690138665047644
200,200,2200,Hexicon,Wind Energy,1.716,-11.06,0.04,-15.266,446.6,-0.70974,757.438,74.781,-0.17138,-68.482,340.4,-0.10181,-0.22313,-0.94076,Sweden,First North,HEXI,-7.349,2021-11-16,HEXI.ST,,,-5.843,42.656,2.225,,2022-01-28,Q3-2021,Utilities,-0.2011809635722679,-0.0341827138378862,0.0861431891623016,1.5289080955704777,0.6701065143811621,0.5977391811948021,0.5163916471955787
201,201,99,Hexpol,Chemicals,52.175,29.611,0.842,3474.0,18200.0,0.2302,35563.121,25.735,0.21715,1201.0,10905.0,0.02532,-0.1095299999999999,0.19919,Sweden,Large Cap,HPOL B,11.931,2021-10-22,HPOL-B.ST,0.19919,0.02228,15.018,2.321,3.261,0.1245,2022-01-28,Q3-2021,Materials,0.110132966529115,0.1908791208791208,-0.06063467825991,-3.04089285824267,0.2476899617887189,0.2254277125575356,0.1827509325836018
202,202,2287,Hilbert Group,Holding Companies,0.997,,0.572,1.643,4.988,-1.90099,471.896,43.405,0.59748,,2.735,-0.34574,-0.91048,-0.94076,Sweden,First North,HILB B,283.607,,HILB-B.ST,,,289.521,165.276,172.552,,2022-01-28,Q2-2021,Financials,,0.3293905372894947,-1.9563164613323192e-05,-0.0004130845878282,0.43405,0.3709897004338871,0.43405
203,203,101,HMS Networks,Communications,25.044,53.532,0.895,1230.0,2203.0,0.2842599999999999,21841.061,45.918,0.30161,408.0,1177.0,-0.05758,0.19157,0.7150700000000001,Sweden,Large Cap,HMS,49.749,2022-01-26,HMS.ST,0.7150700000000001,0.00643,61.521,11.076,18.557,0.19924,2022-01-28,Q4-2021,Technology,0.3466440101954121,0.5583295506128008,0.0914499890393527,1.756543016753089,0.4084921349158141,0.3737644470835971,0.4771605284684286
204,204,742,Hoist Finance,Consumer Lending,9.578,3.686,0.073,1388.0,30763.0,-0.00345,2539.777,33.551,-0.04781,689.0,4873.0,-0.0825799999999999,-0.14337,-0.16793,Sweden,Mid Cap,HOFI,-23.96,2021-10-27,HOFI.ST,-0.16793,,-10.901,1.137,0.521,-0.02989,2022-01-28,Q3-2021,Financials,0.1413913400369382,0.0451191366251665,0.0669587783280289,2.787703901482772,0.3752497920090294,0.3432377613996345,0.2201407903951005
